grid_size,density,reasoning_effort,n_grids,mean_coin_collected_rate,se_coin_collected_rate,mean_full_success_rate,se_full_success_rate,mean_goal_only_rate,se_goal_only_rate,mean_action_accuracy,se_action_accuracy,mean_action_accuracy_phase1,mean_action_accuracy_phase2,mean_spl,se_spl,mean_entropy,mean_jsd,mean_entropy_phase1,mean_entropy_phase2,mean_jsd_phase1,mean_jsd_phase2,mean_ece
7,0.2,low,5,0.72,0.10198039027185571,0.56,0.14696938456699069,0.16,0.07483314773547883,0.39638257835433915,0.048723836774811215,0.3864933664314469,0.5442590292155509,0.21775457368580872,0.05711758948835809,1.0040564682625726,0.4551550049655718,1.097018533381553,0.7243505675876929,0.3935233906934726,0.3417319376853224,0.25440597755704775
