collect_mode,grid_size,density,reasoning_effort,n_grids,mean_success_rate,se_success_rate,mean_coins_collected,mean_action_accuracy,se_action_accuracy,mean_action_accuracy_phase1,mean_action_accuracy_phase2,mean_action_accuracy_phase3,mean_spl,se_spl,mean_entropy,mean_jsd,mean_ece,mean_actions_up,mean_actions_down,mean_actions_left,mean_actions_right,mean_steps_front,mean_steps_left_turn,mean_steps_right_turn,mean_steps_back,mean_cell_revisits,mean_immediate_revisits,mean_coin_oscillations,mean_invalid_actions
collect_all,9,0.4,low,10,0.5700000000000001,0.0731057073315377,1.65,0.5305020837105078,0.013053369647908227,0.5522848060223611,0.517349926546429,0.5578077774178752,0.2262961266465633,0.0349448056043597,1.2592164909270542,0.3530556394311441,0.16277121957843482,14.76,12.02,10.16,12.040000000000001,13.919999999999998,10.620000000000001,11.23,12.06,31.77,10.47,3.78,10.379999999999999
collect_all,9,0.4,medium,10,0.96,0.01632993161855452,1.9600000000000002,0.7955946558110469,0.015893974938134034,0.8350441300828546,0.7823108250290736,0.8398705741909385,0.6658444475381916,0.031706037272545416,0.9037925428843765,0.31896074625777887,0.1273784365308604,5.13,6.9,6.859999999999999,6.39,9.77,4.9799999999999995,5.16,4.33,9.24,4.14,1.8399999999999999,1.58
collect_all,11,0.0,low,10,0.3,0.08299933065325822,1.5699999999999998,0.5527458771660373,0.01628439546517016,0.5757099994194126,0.6548595089077773,0.5825927966114638,0.14848420470936866,0.04360542130729415,1.0408858868990287,0.4442706543214189,0.15777705913665813,17.259999999999998,12.569999999999999,11.65,11.45,17.27,10.83,11.85,11.85,29.060000000000002,10.67,3.18,7.26
collect_all,11,0.0,medium,10,0.9800000000000001,0.013333333333333332,1.9899999999999998,0.8549864392741462,0.01437417048904838,0.8699769793403922,0.8397372469412792,0.874280929916558,0.7340472055363715,0.02705980795527369,0.7806292469158711,0.31905248266042385,0.14899163999319914,5.38,6.63,6.74,3.7699999999999996,8.58,4.8100000000000005,5.17,2.95,4.89,2.91,1.21,0.37
collect_all,11,0.2,low,10,0.18,0.08273115763993906,1.42,0.507718731706049,0.024407661312092516,0.5894577369767038,0.5495061265700387,0.45578816367222535,0.08389285848722716,0.034514196571898026,1.2116704599824946,0.46197240086787206,0.19622730529266005,17.56,13.15,10.28,12.7,15.75,10.940000000000001,12.86,13.09,32.95,11.510000000000002,3.56,8.58
collect_all,11,0.2,medium,10,1.0,0.0,2.0,0.8416296020983431,0.014880799769301144,0.8547415260462309,0.8317419452003539,0.8457838500763254,0.7279251092517145,0.02618285120567188,0.8343832257177415,0.36344274974663404,0.12147483773114917,6.92,8.908888888888889,6.906666666666666,5.801111111111111,11.69888888888889,5.648888888888889,6.123333333333333,3.9844444444444442,8.132222222222222,3.8922222222222222,1.6422222222222225,1.0566666666666666
collect_all,11,0.4,low,10,0.09,0.03144660377352202,1.22,0.47022131400718736,0.01888851397396248,0.4848516314342599,0.5088195954305968,0.3879700240854382,0.04147090883532069,0.015932713832618007,1.253439077780893,0.4626329799413618,0.16261394999564,15.63,15.309999999999999,13.59,13.959999999999999,17.880000000000003,12.7,13.459999999999999,13.38,37.53,10.879999999999999,2.27,14.65
collect_all,11,0.4,medium,10,1.0,0.0,2.0,0.8117037632819086,0.02024688650665738,0.7983676728186044,0.8198561605604315,0.8582380222762158,0.687067233939969,0.03744376817619085,0.7947835375062068,0.3164076392980117,0.13456939793718437,8.321587301587302,7.6898809523809515,7.27765873015873,6.5846825396825395,11.463333333333335,6.487222222222222,6.079087301587302,4.703492063492064,9.749166666666666,4.468095238095239,1.8040873015873014,1.6301587301587301
collect_one,7,0.0,low,10,0.99,0.009999999999999998,1.95,0.6453309896555082,0.022597467096460242,0.8104004447492775,0.598099416224891,0.0,0.4060839659773695,0.029597126968550318,1.0295878323515442,0.35255549825375393,0.18184380893981186,6.1,5.08,4.53,4.34,6.2299999999999995,4.25,4.5200000000000005,3.8,8.26,3.54,2.33,1.73
collect_one,7,0.0,medium,10,1.0,0.0,1.97,0.7409817384362014,0.020893712943373933,0.9324508152478558,0.6666563104386702,0.0,0.5215160327774407,0.040091516611774056,0.9271937827813131,0.32893468276591,0.1827159802389186,4.6,3.19,4.5600000000000005,3.7700000000000005,5.98,3.6699999999999995,3.6399999999999997,1.83,3.91,1.75,1.27,0.4
