grid_id,grid_size,density,instance_id,reasoning_effort,transform_type,trajectory_category,collect_mode,start_to_coin1_distance,start_to_coin2_distance,coin1_to_coin2_distance,coin2_to_coin1_distance,coin1_to_goal_distance,coin2_to_goal_distance,optimal_total_distance,coin1_reachable_from_start,coin2_reachable_from_start,goal_reachable_from_start,goal_reachable_from_coin1,goal_reachable_from_coin2,num_trajectories,num_trajectories_0_coins,num_trajectories_1_coin,num_trajectories_2_coins,mean_coins_collected,success_rate,mean_trajectory_length,mean_action_accuracy,mean_action_accuracy_phase1,mean_action_accuracy_phase2,mean_action_accuracy_phase3,spl,mean_entropy,mean_optimal_entropy,mean_jsd,ece,mean_step_accuracy,total_steps,mean_actions_up,mean_actions_down,mean_actions_left,mean_actions_right,mean_steps_front,mean_steps_left_turn,mean_steps_right_turn,mean_steps_back,mean_cell_revisits,mean_immediate_revisits,mean_coin_oscillations,mean_invalid_actions
collect_all_size7_comp0.2_grid2_base_low,7,0.2,2,low,base,base,collect_all,5,3,4,4,5,3,12,1,1,1,1,1,10,0,0,10,2.0,1.0,20.8,0.6682692307692307,0.5,0.7794117647058824,0.7285714285714285,0.6224550190342616,1.0483929434608117,0.42999605270749014,0.2743469416838755,0.304538456860047,0.6682692307692307,208,9.8,2.5,5.8,2.7,8.6,3.2,5.7,2.3,8.5,2.2,3.2,5.0
collect_all_size7_comp0.2_grid3_base_low,7,0.2,3,low,base,base,collect_all,5,4,3,3,4,7,11,1,1,1,1,1,10,0,0,10,2.0,1.0,23.3,0.6223175965665236,0.647887323943662,0.5638297872340425,0.6764705882352942,0.5519215893782786,0.9275150917530841,0.47368421052631576,0.4532827585113072,0.20344255667362807,0.6223175965665236,233,9.3,4.2,4.7,5.1,9.2,5.6,4.5,3.0,10.4,2.3,1.0,6.1
collect_all_size7_comp0.2_grid4_base_low,7,0.2,4,low,base,base,collect_all,4,3,5,5,5,4,13,1,1,1,1,1,10,0,0,10,2.0,1.0,26.4,0.6060606060606061,0.44285714285714284,0.626984126984127,0.7352941176470589,0.5090719416161211,1.0158395506446538,0.47368421052631576,0.38063350831484294,0.18941533951718076,0.6060606060606061,264,12.2,3.5,5.6,5.1,11.0,6.4,4.4,3.6,12.8,3.4,1.1,7.4
collect_all_size7_comp0.2_grid5_base_low,7,0.2,5,low,base,base,collect_all,5,3,6,6,3,5,12,1,1,1,1,1,10,0,0,10,2.0,1.0,26.0,0.6692307692307692,0.7285714285714285,0.7037037037037037,0.573170731707317,0.5064359228166192,1.2295402812101126,0.45,0.31708945438710007,0.25737300189430956,0.6692307692307692,260,4.1,9.3,4.1,8.5,8.3,5.6,6.4,4.7,12.9,3.8,5.5,4.8
collect_all_size7_comp0.2_grid6_base_low,7,0.2,6,low,base,base,collect_all,7,4,7,7,4,3,15,1,1,1,1,1,10,0,2,8,1.8,0.8,22.8,0.706140350877193,0.6060606060606061,0.7647058823529411,0.8181818181818182,0.4977696816545968,1.2915677453672958,0.5454545454545454,0.40073493069600463,0.2272260019295592,0.706140350877193,228,6.4,4.9,5.1,6.4,9.1,6.2,3.6,2.9,9.2,2.0,1.6,4.6
collect_all_size7_comp0.2_grid7_base_low,7,0.2,7,low,base,base,collect_all,5,6,3,3,3,4,12,1,1,1,1,1,10,0,0,10,2.0,1.0,25.9,0.667953667953668,0.704225352112676,0.49382716049382713,0.9166666666666666,0.5105272025272025,1.026747882064095,0.5263157894736842,0.3155978309707645,0.10648107399981281,0.667953667953668,259,4.8,10.3,4.8,6.0,6.9,4.5,6.7,6.8,14.6,6.4,2.7,3.3
collect_all_size7_comp0.2_grid8_base_low,7,0.2,8,low,base,base,collect_all,4,3,3,3,3,6,9,1,1,1,1,1,10,1,0,9,1.8,0.8,20.4,0.6470588235294118,0.7804878048780488,0.8823529411764706,0.5426356589147286,0.4596388865362466,1.1048285306552788,0.6132116071943683,0.34397189887769625,0.16030844155844157,0.6470588235294118,204,6.9,4.8,3.4,5.3,5.6,3.8,3.7,6.3,11.0,5.9,1.5,1.5
collect_all_size7_comp0.2_grid9_base_low,7,0.2,9,low,base,base,collect_all,3,3,4,4,4,4,11,1,1,1,1,1,10,0,0,10,2.0,0.6,35.6,0.5561797752808989,0.5,0.9534883720930233,0.502127659574468,0.2701532567049808,1.1946627691618181,0.5571032895116398,0.28320076013565093,0.1430839512830293,0.5561797752808989,356,13.2,9.8,5.0,7.6,10.3,5.6,8.3,10.4,23.0,9.5,3.6,5.8
collect_all_size7_comp0.4_grid0_base_low,7,0.4,0,low,base,base,collect_all,4,7,3,3,3,6,13,1,1,1,1,1,10,0,0,10,2.0,1.0,18.1,0.8121546961325967,0.7183098591549296,0.8888888888888888,0.8648648648648649,0.7379737579242224,1.1031403935334407,0.3274973214800826,0.2851230132215951,0.19051376454098412,0.8121546961325967,181,6.8,3.4,4.0,3.9,6.3,3.9,4.6,2.3,7.1,2.1,2.1,1.7
collect_all_size7_comp0.4_grid1_base_low,7,0.4,1,low,base,base,collect_all,4,7,3,3,3,4,11,1,1,1,1,1,10,0,0,10,2.0,1.0,16.1,0.7888198757763976,0.86,0.8108108108108109,0.7297297297297297,0.7385444069230147,0.9074096514023013,0.375,0.357812392187177,0.1367029671717172,0.7888198757763976,161,6.2,1.2,3.9,4.8,6.9,2.8,3.1,2.3,5.9,2.1,2.2,1.7
