grid_size,density,reasoning_effort,n_grids,mean_coin_collected_rate,se_coin_collected_rate,mean_full_success_rate,se_full_success_rate,mean_goal_only_rate,se_goal_only_rate,mean_action_accuracy,se_action_accuracy,mean_action_accuracy_phase1,mean_action_accuracy_phase2,mean_spl,se_spl,mean_entropy,mean_jsd,mean_entropy_phase1,mean_entropy_phase2,mean_jsd_phase1,mean_jsd_phase2,mean_ece
7,0.2,low,5,0.82,0.11135528725660042,0.58,0.19078784028338913,0.06,0.060000000000000005,0.45801860354697127,0.06973393994325612,0.48578877903381235,0.48114733239733243,0.28394964506045917,0.12961374901128803,1.122143282674007,0.4264821618348318,1.0638896175003143,0.737688598052874,0.33225070975436327,0.3394668878943038,0.19981189818140271
