grid_size,density,reasoning_effort,n_grids,mean_coin_collected_rate,se_coin_collected_rate,mean_full_success_rate,se_full_success_rate,mean_goal_only_rate,se_goal_only_rate,mean_action_accuracy,se_action_accuracy,mean_action_accuracy_phase1,mean_action_accuracy_phase2,mean_spl,se_spl,mean_entropy,mean_jsd,mean_entropy_phase1,mean_entropy_phase2,mean_optimal_entropy_phase1,mean_optimal_entropy_phase2,mean_jsd_phase1,mean_jsd_phase2,mean_ece,mean_start_to_goal_distance,mean_coin_detour_distance,mean_actions_up,mean_actions_down,mean_actions_left,mean_actions_right,mean_steps_front,mean_steps_left_turn,mean_steps_right_turn,mean_steps_back,mean_cell_revisits,mean_immediate_revisits,mean_coin_oscillations,mean_quadrant_fraction_ul,mean_quadrant_fraction_ur,mean_quadrant_fraction_dl,mean_quadrant_fraction_dr,mean_quadrant_entropy,mean_corner_fraction_ul,mean_corner_fraction_ur,mean_corner_fraction_dl,mean_corner_fraction_dr,mean_max_corner_dwell_run,worst_max_corner_dwell_run,mean_preferred_quadrant_contains_start,mean_preferred_quadrant_contains_coin,mean_preferred_corner_contains_start,mean_preferred_corner_contains_goal,mean_preferred_corner_contains_coin
7,0.0,low,10,0.5866666666666667,0.061704192786288095,0.3433333333333333,0.06517781944916651,0.2733333333333333,0.07916228058025279,0.5384187037824574,0.009659898283939818,0.5082532071421851,0.6741609620216249,0.11851365082654716,0.02708511700348724,1.1395801725145307,0.332947737631497,1.398432704597472,0.7543276953216613,0.6471043975804037,0.6090041902541903,0.3516375946688902,0.296585265965941,0.1830697883754314,4.8,1.5,6.051111111111111,5.341111111111111,5.9,7.441111111111111,5.806666666666667,5.947777777777778,6.196666666666667,5.782222222222222,13.115555555555556,5.233333333333333,0.6033333333333333,0.24076509250758815,0.38735382625070003,0.2136783454968776,0.1582027357448343,1.109302118770159,0.012429107914188558,0.04691092487261842,0.016067512960895314,0.0027141608391608395,1.2955555555555556,3.8,0.4322222222222222,0.11000000000000001,0.0,0.0,0.0
7,0.2,low,10,0.44000000000000006,0.11175369742826807,0.25,0.0670820393249937,0.41,0.11780398031381528,0.5042421601530152,0.012278490184311068,0.483221154235639,0.5906008633583604,0.09146556435314777,0.024225611536423823,1.0877604143667172,0.3385291848858723,1.2429239551278526,0.6282347668197227,0.5196732026143791,0.4855818818784341,0.3694690998416934,0.25086310244082766,0.1949144521854369,4.5,2.3,5.38,4.819999999999999,5.720000000000001,5.95,5.35,5.1,5.2,5.21,12.61,4.21,0.5599999999999999,0.1727055008619654,0.4569572904859955,0.21913072622537277,0.12120648242666625,0.7177057640525039,0.016841750239831442,0.059155655493915105,0.024888878589379146,0.001723901098901099,1.28,3.1,0.51,0.1,0.0,0.0,0.0
7,0.4,low,10,0.5599999999999999,0.0896908269804914,0.16,0.04268749491621899,0.19,0.07520342781785652,0.441618407564611,0.011616228405329165,0.43658441915710106,0.4884321870242284,0.06285639051408153,0.018621580284353623,1.1804427479211863,0.3700538361780571,1.3945993347387362,0.9241195214316527,0.3381633975056846,0.34167754708513365,0.3614794396822884,0.380477826072162,0.17197948062062046,5.9,1.9,8.53,4.95,7.6,6.28,7.159999999999999,6.62,6.0,6.56,18.36,5.14,1.21,0.1655712491056851,0.3719512003752817,0.20505856961231497,0.2574189809067183,0.7941641329450715,0.014085038986354775,0.07588279273061882,0.021166965352449225,0.033186941673996,2.32,6.8,0.55,0.16,0.0,0.0,0.0
7,0.6,low,10,0.4,0.06666666666666667,0.18,0.03590109871423003,0.26,0.0635959467611297,0.4467741786154951,0.015477381856444353,0.43163099258365634,0.5185734452254188,0.0719496477331621,0.01645532949140875,1.2435328904873821,0.33229307458855745,1.4505499607797168,0.7392058558120655,0.2588859180035651,0.21621212121212122,0.3543938201745144,0.259719488130433,0.17030293994170576,4.8,2.6,6.8,5.93,6.67,7.779999999999999,6.11,6.890000000000001,6.0600000000000005,7.1,18.79,5.82,0.54,0.25385109463116284,0.4340471500419338,0.18465511638344456,0.10744663894345885,0.7331539422678768,0.028869643452630905,0.07953617758697681,0.016142520418178312,0.004821969696969697,1.61,4.2,0.32999999999999996,0.06000000000000001,0.0,0.0,0.0
9,0.0,low,10,0.51,0.0971253485622231,0.17,0.05783117190965824,0.33999999999999997,0.09910712498212337,0.5342105345179968,0.017025520933210306,0.5468697920730854,0.5137443894494959,0.061506230450095345,0.02138393905523668,1.0692572043128579,0.40057669781816585,1.234170528217615,0.6777477996562989,0.7275088978947984,0.7041971916971917,0.37726714063763406,0.3844122922373136,0.16447029637199867,6.6,2.2,9.67,7.709999999999999,8.959999999999999,10.209999999999999,8.78,9.24,8.42,9.11,21.21,8.6,1.23,0.24121566951934378,0.590597176665181,0.09682561965611503,0.07136153415936024,0.8521198269967813,0.04665277674428803,0.19906487019398783,0.01792652667749829,0.00787593370681606,4.91,10.8,0.5,0.11000000000000001,0.0,0.0,0.0
9,0.2,low,10,0.43,0.08439325934114775,0.22000000000000003,0.05925462944877059,0.36,0.07916228058025278,0.49595609516571476,0.016115402221071495,0.4782491278370336,0.6479189031602539,0.05790951262544107,0.014534540788395023,1.1039480358764595,0.3824253007920274,1.2571580680521959,0.6129143115664604,0.5948295488933978,0.5448290339991072,0.38238368481274077,0.3773551331129732,0.14192954441032826,6.4,2.5,9.58,7.790000000000001,8.45,11.18,8.91,9.17,9.1,8.76,21.15,7.7299999999999995,0.52,0.30712795164349316,0.3650208637306919,0.21428771337707814,0.11356347124873675,1.018529887866683,0.04259998239660804,0.0725282853795426,0.06502303325694829,0.011127099055534686,4.11,12.3,0.22000000000000003,0.22999999999999998,0.0,0.0,0.0
9,0.4,low,10,0.29333333333333333,0.05483983413001362,0.07,0.021343747458109498,0.3466666666666667,0.08709296863229078,0.4476241214776893,0.014182917844176919,0.44537766995813255,0.5543591997437664,0.022136196609947766,0.007233312693297024,1.1605461970969089,0.4039829752662561,1.2978820556919097,0.6576607346894372,0.41286869723967123,0.4219695076929993,0.3867043305539259,0.4419263258816951,0.16581435155480548,5.5,3.9,10.078888888888889,7.864444444444445,10.352222222222222,11.292222222222223,9.472222222222223,9.226666666666667,9.354444444444445,10.464444444444444,26.863333333333333,9.126666666666667,0.8111111111111111,0.2902707660405369,0.40079167182228936,0.20142796608139407,0.10750959605577963,1.013578656234672,0.035390307646356034,0.10437729444987512,0.022908351740798548,0.010519033763714616,3.968888888888889,8.4,0.45,0.18,0.0,0.0,0.0
9,0.6,low,10,0.5066666666666666,0.07869302759833677,0.26222222222222225,0.04964068423041928,0.2833333333333333,0.05146016078626404,0.45915536274360463,0.009101580688341354,0.4439744138815575,0.5311599505925676,0.0911027920636643,0.01793791527879049,1.1988526415799037,0.35747262439066907,1.3335849615059387,0.9542965684900718,0.28090680713501787,0.243732917409388,0.3782891771518376,0.32121660506690236,0.19019153231516728,5.7,3.8,9.863333333333333,7.75,9.593333333333334,10.90111111111111,9.492222222222221,9.07,8.575555555555557,9.93,25.919999999999998,8.27888888888889,1.1377777777777778,0.24923061247724382,0.2713476684622296,0.263339275984544,0.2160824430759826,0.8843788761047866,0.04543437096072088,0.07152554279395433,0.059825308206791564,0.024993531917048152,4.0600000000000005,9.8,0.6244444444444445,0.05,0.0,0.0,0.0
11,0.0,low,10,0.26999999999999996,0.0856997342145496,0.11000000000000001,0.045825756949558406,0.16999999999999998,0.05783117190965824,0.4480273088145711,0.021451960731709765,0.4469178284737967,0.3420189234212548,0.038059053919752145,0.016165143945525397,1.1480192166370204,0.45237655090204587,1.2180559329535883,0.520873174424821,0.7933712746420771,0.4671713458110517,0.4415574164700378,0.24222718634454948,0.14463886630866263,6.3,3.1,17.669999999999998,10.14,11.64,15.6,14.34,13.169999999999998,13.540000000000001,12.940000000000001,34.519999999999996,11.65,0.31,0.17605564560217862,0.6031280819186147,0.12913510795731317,0.0916811645218935,0.8771251715912859,0.004203663793103449,0.19252894233030543,0.0032812500000000003,0.0033298280423280425,6.92,20.7,0.26,0.1,0.0,0.0,0.0
11,0.2,low,10,0.42000000000000004,0.09285592184789412,0.09,0.043333333333333335,0.10999999999999999,0.04333333333333333,0.44473700511648795,0.02019686045125018,0.44857803880953284,0.3893443438218081,0.03418868799052147,0.015278075024388434,1.1982667041125536,0.4305715943095775,1.2652609718508274,0.753261967932563,0.6119092877567066,0.49678732909682416,0.4171678266312303,0.34903271304556144,0.15982788802825373,7.7,3.8,18.59,9.78,14.440000000000001,15.469999999999999,15.669999999999998,14.51,13.580000000000002,13.430000000000001,37.87,11.28,0.9700000000000001,0.1904688833521006,0.5641123367240544,0.14860297604630812,0.09681580387753694,0.8399250551206672,0.011413764624244255,0.15387228260869565,0.01987654858691444,0.0010597826086956523,6.540000000000001,17.8,0.3,0.17,0.0,0.0,0.0
