trajectory_id,grid_id,grid_key,grid_size,density,reasoning_effort,transform_type,trajectory_category,start_to_coin_distance,coin_to_goal_distance,start_to_goal_via_coin_distance,start_to_goal_distance,coin_detour_distance,coin_reachable_from_start,goal_reachable_from_start,goal_reachable_from_coin,reached_goal,coin_collected,coin_collection_step,trajectory_length,spl,action_accuracy,action_accuracy_phase1,action_accuracy_phase2,num_actions_up,num_actions_down,num_actions_left,num_actions_right,num_steps_front,num_steps_left_turn,num_steps_right_turn,num_steps_back,num_cell_revisits,num_immediate_revisits,num_coin_oscillations,num_invalid_actions,invalid_action_rate,preferred_quadrant,quadrant_entropy,quadrant_count_ul,quadrant_count_ur,quadrant_count_dl,quadrant_count_dr,quadrant_count_midline,quadrant_fraction_ul,quadrant_fraction_ur,quadrant_fraction_dl,quadrant_fraction_dr,quadrant_fraction_midline,preferred_corner,corner_fraction_ul,corner_fraction_ur,corner_fraction_dl,corner_fraction_dr,max_corner_dwell_run,start_quadrant,terminal_quadrant,coin_quadrant,preferred_quadrant_contains_start,preferred_quadrant_contains_coin,preferred_corner_contains_start,preferred_corner_contains_goal,preferred_corner_contains_coin
2,2,size11_comp0.0_grid2_base_medium,11,0.0,medium,base,base,4,10,14,6,4,1,1,1,1,1,5,24,0.5833333333333334,0.75,0.8333333333333334,0.7222222222222222,5,7,7,5,7,7,6,3,9,2,1,2,0.08333333333333333,UL,0.9709505944546686,12,8,0,0,4,0.6,0.4,0.0,0.0,0.16666666666666666,UR,0.041666666666666664,0.125,0.0,0.0,3,ul,midline,ur,1,0,0,0,0
3,2,size11_comp0.0_grid2_base_medium,11,0.0,medium,base,base,4,10,14,6,4,1,1,1,1,1,5,19,0.7368421052631579,0.8421052631578947,0.8333333333333334,0.8461538461538461,2,5,7,5,6,4,6,2,5,2,2,1,0.05263157894736842,UR,0.9709505944546686,6,9,0,0,4,0.4,0.6,0.0,0.0,0.21052631578947367,UR,0.0,0.10526315789473684,0.0,0.0,2,ul,midline,ur,0,1,0,0,0
4,2,size11_comp0.0_grid2_base_medium,11,0.0,medium,base,base,4,10,14,6,4,1,1,1,1,1,13,33,0.42424242424242425,0.6666666666666666,0.6428571428571429,0.6842105263157895,9,10,8,6,11,10,8,3,11,3,1,3,0.09090909090909091,UL,0.9957274520849255,14,12,0,0,7,0.5384615384615384,0.46153846153846156,0.0,0.0,0.21212121212121213,UR,0.0,0.09090909090909091,0.0,0.0,3,ul,midline,ur,1,0,0,0,0
5,2,size11_comp0.0_grid2_base_medium,11,0.0,medium,base,base,4,10,14,6,4,1,1,1,1,1,7,23,0.6086956521739131,0.782608695652174,0.75,0.8,3,6,8,6,5,6,7,4,9,3,0,1,0.043478260869565216,UR,0.9980008838722996,9,10,0,0,4,0.47368421052631576,0.5263157894736842,0.0,0.0,0.17391304347826086,UR,0.0,0.13043478260869565,0.0,0.0,2,ul,midline,ur,0,1,0,0,0
6,2,size11_comp0.0_grid2_base_medium,11,0.0,medium,base,base,4,10,14,6,4,1,1,1,1,1,3,24,0.5833333333333334,0.7916666666666666,1.0,0.75,2,6,9,7,8,4,5,6,8,6,0,0,0.0,UL,0.9494520153879484,12,7,0,0,5,0.631578947368421,0.3684210526315789,0.0,0.0,0.20833333333333334,UR,0.0,0.08333333333333333,0.0,0.0,2,ul,midline,ur,1,0,0,0,0
7,2,size11_comp0.0_grid2_base_medium,11,0.0,medium,base,base,4,10,14,6,4,1,1,1,1,1,3,25,0.56,0.76,1.0,0.7142857142857143,5,8,7,5,9,5,2,8,12,7,1,1,0.04,UL,0.9587118829771318,13,8,0,0,4,0.6190476190476191,0.38095238095238093,0.0,0.0,0.16,UR,0.0,0.04,0.0,0.0,1,ul,midline,ur,1,0,0,0,0
8,2,size11_comp0.0_grid2_base_medium,11,0.0,medium,base,base,4,10,14,6,4,1,1,1,1,1,3,20,0.7,0.8,1.0,0.75,2,4,8,6,10,5,2,2,8,2,5,2,0.1,UL,1.0,9,9,0,0,2,0.5,0.5,0.0,0.0,0.1,UR,0.1,0.2,0.0,0.0,3,ul,midline,ur,1,0,0,0,0
9,2,size11_comp0.0_grid2_base_medium,11,0.0,medium,base,base,4,10,14,6,4,1,1,1,1,1,5,22,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.8125,1,5,9,7,6,4,8,3,6,3,0,0,0.0,UL,0.9910760598382222,10,8,0,0,4,0.5555555555555556,0.4444444444444444,0.0,0.0,0.18181818181818182,UR,0.0,0.09090909090909091,0.0,0.0,2,ul,midline,ur,1,0,0,0,0
0,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,1,9,13,1.0,1.0,1.0,1.0,7,0,4,2,6,3,2,1,1,1,1,0,0.0,UR,0.9456603046006401,0,7,0,4,2,0.0,0.6363636363636364,0.0,0.36363636363636365,0.15384615384615385,DR,0.0,0.0,0.0,0.15384615384615385,2,dr,ur,midline,0,0,0,0,0
1,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,1,11,15,0.8666666666666667,0.9333333333333333,0.9166666666666666,1.0,8,1,4,2,8,1,4,1,1,1,0,0,0.0,UR,0.9798687566511528,0,7,0,5,3,0.0,0.5833333333333334,0.0,0.4166666666666667,0.2,DR,0.0,0.06666666666666667,0.0,0.13333333333333333,2,dr,ur,midline,0,0,0,0,0
