grid_size,density,reasoning_effort,n_grids,mean_coin_collected_rate,se_coin_collected_rate,mean_full_success_rate,se_full_success_rate,mean_goal_only_rate,se_goal_only_rate,mean_action_accuracy,se_action_accuracy,mean_action_accuracy_phase1,mean_action_accuracy_phase2,mean_spl,se_spl,mean_entropy,mean_jsd,mean_entropy_phase1,mean_entropy_phase2,mean_optimal_entropy_phase1,mean_optimal_entropy_phase2,mean_jsd_phase1,mean_jsd_phase2,mean_ece,mean_start_to_goal_distance,mean_coin_detour_distance,mean_actions_up,mean_actions_down,mean_actions_left,mean_actions_right,mean_steps_front,mean_steps_left_turn,mean_steps_right_turn,mean_steps_back,mean_cell_revisits,mean_immediate_revisits,mean_coin_oscillations,mean_quadrant_fraction_ul,mean_quadrant_fraction_ur,mean_quadrant_fraction_dl,mean_quadrant_fraction_dr,mean_quadrant_entropy,mean_corner_fraction_ul,mean_corner_fraction_ur,mean_corner_fraction_dl,mean_corner_fraction_dr,mean_max_corner_dwell_run,worst_max_corner_dwell_run,mean_preferred_quadrant_contains_start,mean_preferred_quadrant_contains_coin,mean_preferred_corner_contains_start,mean_preferred_corner_contains_goal,mean_preferred_corner_contains_coin
7,0.0,medium,10,0.99,0.009999999999999998,0.99,0.009999999999999998,0.01,0.01,0.8958167143738102,0.017178335263117128,0.9116732947964733,0.8864264003094015,0.8366051107045689,0.02497602880846593,0.5050537608896353,0.14531879092726047,0.49513458066418076,0.4885344442945393,0.520934065934066,0.4798717948717949,0.11532546606227376,0.1544529385631738,0.1447549905451691,4.6,1.6,2.7,2.4899999999999998,2.6,1.8,3.35,1.9100000000000001,2.48,0.85,1.33,0.8400000000000001,0.36,0.3784487734487735,0.17180339105339104,0.3001843434343434,0.14956349206349204,1.1098510927590826,0.040418284931442824,0.025880820761625713,0.037169955044955044,0.0,0.8400000000000001,1.4,0.32999999999999996,0.31,0.0,0.0,0.0
7,0.2,medium,10,0.99,0.01,0.99,0.01,0.01,0.01,0.8556010911110464,0.017872949888098868,0.8753063114696283,0.8520089665927205,0.7938947732077528,0.020874346939988235,0.5901581674497879,0.11070679264145042,0.5821069609493021,0.5567904710158621,0.4069047619047619,0.2537229075194597,0.10687336051768112,0.1029888409512496,0.1799143241057047,4.1,2.4,2.8600000000000003,2.63,3.05,2.75,3.72,2.44,2.75,1.3800000000000001,2.91,1.3,0.9099999999999999,0.27777435064935063,0.34551424963924965,0.14653571428571427,0.23017568542568542,1.014159016368795,0.017925477300477298,0.0375034878094341,0.005262626262626262,0.02831937506937507,0.79,1.5,0.2,0.4,0.0,0.0,0.0
7,0.4,medium,10,1.0,0.0,1.0,0.0,0.0,0.0,0.8507491876524662,0.01509189157856898,0.8657276298319628,0.8421874423469637,0.8029724663666228,0.018785797870205,0.5209218790159418,0.1133123434306463,0.48715142829673574,0.52715245050869,0.2769119769119769,0.2112914862914863,0.0910362245222583,0.12458675279454146,0.14294596834843049,4.2,3.0,3.81,2.86,2.2800000000000002,3.38,4.67,2.3,2.7,1.6600000000000001,3.37,1.6,0.85,0.28924798812298813,0.24474225774225772,0.3092925824175824,0.15671717171717173,0.9179636061991532,0.022370307753821685,0.02386172934392749,0.0313883642587203,0.010325265206070161,0.76,1.4,0.29,0.32,0.0,0.0,0.0
7,0.6,medium,10,0.9,0.09999999999999999,0.9,0.09999999999999999,0.06,0.060000000000000005,0.8290151528816342,0.033964592603419386,0.8263628222466544,0.7862147851627358,0.7302478975430942,0.0827299451713562,0.5806949882243324,0.11904617477026407,0.5930828776777852,0.4089678603132813,0.20967874290223448,0.1469047619047619,0.11102547691185889,0.0853548394192261,0.15995663439441143,5.1,2.6,3.19,3.05,3.47,3.3899999999999997,4.26,2.8,2.5300000000000002,2.5100000000000002,4.66,2.33,0.79,0.06442063492063492,0.3891291500896764,0.342056721056721,0.20439349393296763,0.7975943858135561,0.006528446398802436,0.03696781799992952,0.027614980463816108,0.024543936820833105,0.72,1.6,0.35,0.3,0.0,0.0,0.0
9,0.0,medium,10,0.9800000000000001,0.01333333333333334,0.9800000000000001,0.01333333333333334,0.02,0.013333333333333336,0.8566277661481063,0.02441572640784534,0.8791082844458671,0.8520343069467984,0.7440712550461577,0.04768777045872238,0.6276744970212861,0.16533000933217484,0.6225426281648353,0.6261817356207224,0.6346332588979647,0.64917987434854,0.15584798941989253,0.16774318780318617,0.18790271214772053,5.0,3.2,3.8,4.26,3.5800000000000005,4.67,5.18,3.9200000000000004,4.07,2.14,3.8200000000000003,2.1,0.6900000000000001,0.16590673822483284,0.2550239890118407,0.29060512044079817,0.2884641523225283,1.0656308234795424,0.05407295953612266,0.05726109429868487,0.031820879239290195,0.05720726241349718,2.31,5.0,0.38,0.5900000000000001,0.0,0.0,0.0
9,0.2,medium,10,0.9800000000000001,0.019999999999999993,0.9800000000000001,0.019999999999999993,0.02,0.02,0.8742724483897428,0.020100409599099516,0.8633064617401175,0.8873903144210731,0.7921578301299663,0.02837258545995244,0.5340690895104001,0.1317670636484238,0.5952021969706713,0.4522782750735261,0.5209108003185025,0.3443194528416015,0.14367808398913687,0.11239172562585967,0.15492843160899722,5.9,2.7,4.359999999999999,2.48,3.44,3.1,5.29,2.6100000000000003,2.83,1.64,2.66,1.61,0.45,0.2511566472742943,0.22207045732045733,0.3076162750648045,0.21915662034044386,0.9492554196786198,0.06604233996997155,0.05071458112750682,0.03290643051478965,0.04672678400890475,1.8900000000000001,3.2,0.06,0.58,0.0,0.0,0.0
9,0.4,medium,10,0.9400000000000001,0.06000000000000001,0.9400000000000001,0.06000000000000001,0.06,0.060000000000000005,0.8175386012777979,0.01181779053902572,0.8460385213550596,0.8267078004495799,0.6799211191397555,0.04979317710574024,0.5312553701389122,0.14504993828714624,0.5068584160279921,0.5199778584647158,0.3249847374847375,0.3319557315697068,0.12042450513896004,0.14908700459000895,0.1435135722380701,5.5,3.4,4.39,4.3,4.05,3.62,6.09,3.37,3.6799999999999997,2.21,4.3100000000000005,2.13,0.76,0.3392834480452767,0.13183153983697463,0.27444531693796403,0.2544396951797847,1.087199713096084,0.0825734138716909,0.012151428389815118,0.08771677673480406,0.06324601727821541,2.8,5.5,0.31,0.53,0.0,0.0,0.0
9,0.6,medium,10,0.89,0.09938701010583717,0.89,0.09938701010583717,0.11000000000000001,0.09938701010583717,0.8112875062408078,0.02159973818200467,0.8211088250149942,0.7453896304819349,0.668765890441466,0.08061793800860335,0.5433050833943186,0.1437528866385936,0.543631106169155,0.4361471166620471,0.20001481061261658,0.2326891082773436,0.13865231162784503,0.13129186082029828,0.1361853984797016,6.0,3.1,3.06,3.85,3.9299999999999997,4.05,5.51,3.19,2.7800000000000002,2.29,4.59,2.16,0.89,0.32280717667763703,0.34869476172922464,0.19961787952030918,0.12888018207282914,1.1496588187337153,0.03658926024955437,0.05668016226549508,0.014754130087729833,0.02322723914621947,1.7399999999999998,3.5,0.45999999999999996,0.33999999999999997,0.0,0.0,0.0
11,0.0,medium,10,0.9400000000000001,0.04268749491621899,0.9400000000000001,0.04268749491621899,0.06000000000000001,0.042687494916218996,0.8465823010051174,0.01682204833314592,0.8394855503569072,0.8713961391211553,0.6951573765163753,0.04335573434656558,0.6048222000028602,0.19196495566025734,0.6074170643677753,0.5541412042781502,0.6621343800678166,0.5886327926519445,0.19630314301212703,0.1478897140484749,0.18049946106207448,6.6,3.7,4.1899999999999995,4.29,6.04,4.6899999999999995,7.779999999999999,3.81,4.12,2.48,4.6899999999999995,2.44,0.6799999999999999,0.35632914197534266,0.36301459856403684,0.1751788744273531,0.10547738503326738,0.9869711939251646,0.06454464083286815,0.04116566641540078,0.005723410576351754,0.028122974011712397,1.9100000000000001,3.1,0.4,0.45999999999999996,0.0,0.0,0.0
11,0.2,medium,10,1.0,0.0,1.0,0.0,0.0,0.0,0.8291217358699778,0.019018336563370968,0.8500923058280871,0.827303628938172,0.7345824371462626,0.035355062023272495,0.560368567738719,0.1830895866081104,0.4728768470422008,0.5965493550213714,0.405933987588688,0.5704661719429521,0.15268872283557292,0.19139459666775582,0.1534841804977974,5.9,2.8,5.244285714285715,4.637142857142857,6.018571428571429,3.775714285714286,7.515714285714286,4.338571428571429,4.1085714285714285,2.712857142857143,4.75,2.5742857142857143,0.5971428571428572,0.3349528069745559,0.3387553129503086,0.16994503198511848,0.156346848090017,1.0008077562810274,0.033880325230325234,0.03550964709235788,0.03148878046552435,0.019080785880785885,1.7614285714285713,4.3,0.16999999999999998,0.55,0.0,0.0,0.0
