grid_id,grid_size,density,instance_id,reasoning_effort,transform_type,trajectory_category,collect_mode,start_to_coin1_distance,start_to_coin2_distance,coin1_to_coin2_distance,coin2_to_coin1_distance,coin1_to_goal_distance,coin2_to_goal_distance,optimal_total_distance,coin1_reachable_from_start,coin2_reachable_from_start,goal_reachable_from_start,goal_reachable_from_coin1,goal_reachable_from_coin2,num_trajectories,num_trajectories_0_coins,num_trajectories_1_coin,num_trajectories_2_coins,mean_coins_collected,success_rate,mean_trajectory_length,mean_action_accuracy,mean_action_accuracy_phase1,mean_action_accuracy_phase2,mean_action_accuracy_phase3,spl,mean_entropy,mean_optimal_entropy,mean_jsd,ece,mean_step_accuracy,total_steps,mean_actions_up,mean_actions_down,mean_actions_left,mean_actions_right,mean_steps_front,mean_steps_left_turn,mean_steps_right_turn,mean_steps_back,mean_cell_revisits,mean_immediate_revisits,mean_coin_oscillations,mean_invalid_actions
collect_one_size9_comp0.2_grid8_base_medium,9,0.2,8,medium,base,base,collect_one,3,9,6,6,3,5,6,1,1,1,1,1,10,0,0,10,2.0,1.0,15.7,0.6815286624203821,0.96875,0.608,0.0,0.39099453178400545,0.6311582270568018,0.5,0.3771550751967215,0.11245837495837496,0.6815286624203821,157,6.2,2.0,3.8,3.7,6.8,3.0,4.2,0.7,1.9,0.7,0.4,0.3
collect_one_size9_comp0.2_grid9_base_medium,9,0.2,9,medium,base,base,collect_one,6,3,3,3,3,4,7,1,1,1,1,1,10,0,0,10,2.0,1.0,10.8,0.8055555555555556,0.7954545454545454,0.8125,0.0,0.6647552447552447,0.7374728543971886,0.38461538461538464,0.17589881339989347,0.08837039029346722,0.8055555555555556,108,6.6,0.3,2.5,1.4,3.7,1.9,3.3,0.9,1.4,0.9,0.0,0.4
collect_one_size9_comp0.4_grid0_base_medium,9,0.4,0,medium,base,base,collect_one,9,8,5,5,4,9,13,1,1,1,1,1,7,0,0,7,2.0,1.0,28.428571428571427,0.7236180904522613,0.7075471698113207,0.7419354838709677,0.0,0.47901673827425706,0.8332121990770527,0.3620300781475361,0.4001432107559412,0.04026650432900432,0.7236180904522613,199,6.285714285714286,9.571428571428571,7.857142857142857,4.285714285714286,13.714285714285714,5.857142857142857,3.4285714285714284,3.5714285714285716,8.714285714285714,3.5714285714285716,1.4285714285714286,2.7142857142857144
collect_one_size9_comp0.4_grid1_base_medium,9,0.4,1,medium,base,base,collect_one,9,5,8,8,3,9,12,1,1,1,1,1,7,0,0,7,2.0,1.0,27.285714285714285,0.6701570680628273,0.7183098591549296,0.6416666666666667,0.0,0.4585030023739701,1.020573507733512,0.45161290322580644,0.38885706659115676,0.1522622986332664,0.6701570680628273,191,5.285714285714286,9.571428571428571,5.714285714285714,5.714285714285714,9.285714285714286,5.714285714285714,5.714285714285714,3.7142857142857144,9.428571428571429,2.857142857142857,2.142857142857143,2.857142857142857
collect_one_size9_comp0.4_grid2_base_medium,9,0.4,2,medium,base,base,collect_one,6,3,7,7,3,6,9,1,1,1,1,1,8,0,0,8,2.0,1.0,20.0,0.68125,0.9655172413793104,0.6183206106870229,0.0,0.48304031326729535,0.6680367225591399,0.4,0.23730181279596466,0.14075879675879677,0.68125,160,2.125,7.125,2.875,7.0,8.375,2.5,3.5,3.125,6.75,3.125,1.375,0.875
collect_one_size9_comp0.4_grid3_base_medium,9,0.4,3,medium,base,base,collect_one,8,8,4,4,5,7,13,1,1,1,1,1,8,1,0,7,1.75,0.875,22.125,0.7344632768361582,0.8589743589743589,0.6363636363636364,0.0,0.4962609649122807,0.7878830136644148,0.48148148148148145,0.4105906855165006,0.2295725032653137,0.7344632768361582,177,6.125,3.875,5.25,6.125,8.0,4.0,4.875,2.75,7.75,2.75,1.75,0.625
collect_one_size9_comp0.4_grid4_base_medium,9,0.4,4,medium,base,base,collect_one,5,3,6,6,3,9,8,1,1,1,1,1,8,0,0,8,2.0,1.0,26.75,0.6401869158878505,0.7121212121212122,0.6081081081081081,0.0,0.3441358579421783,0.8100326680483654,0.37037037037037035,0.26625206163207277,0.13890295736700967,0.6401869158878505,214,6.75,11.25,2.0,5.875,12.0,3.625,3.625,4.75,12.75,4.5,2.75,1.125
collect_one_size9_comp0.4_grid5_base_medium,9,0.4,5,medium,base,base,collect_one,3,3,6,6,9,3,6,1,1,1,1,1,7,0,0,7,2.0,1.0,26.142857142857142,0.5355191256830601,1.0,0.47530864197530864,0.0,0.2326705825527843,0.9291209578177546,0.4782608695652174,0.2956620523565163,0.1772381603903343,0.5355191256830601,183,10.285714285714286,6.142857142857143,6.142857142857143,2.857142857142857,11.285714285714286,5.285714285714286,4.285714285714286,3.0,12.428571428571429,2.857142857142857,4.428571428571429,3.4285714285714284
collect_one_size9_comp0.4_grid6_base_medium,9,0.4,6,medium,base,base,collect_one,4,6,6,6,3,3,7,1,1,1,1,1,8,0,0,8,2.0,1.0,19.875,0.6477987421383647,0.8666666666666667,0.5614035087719298,0.0,0.3674699786180975,0.9338725429117309,0.5384615384615384,0.36433109828390386,0.17538919413919413,0.6477987421383647,159,6.0,4.125,5.125,4.25,5.875,6.5,3.5,2.25,5.0,2.25,1.75,1.0
collect_one_size9_comp0.4_grid7_base_medium,9,0.4,7,medium,base,base,collect_one,3,4,5,5,6,5,9,1,1,1,1,1,9,0,0,9,2.0,1.0,18.0,0.7160493827160493,0.8378378378378378,0.68,0.0,0.5147226281817074,0.7124424228816456,0.34477102276005256,0.3656165232079129,0.19410501115046572,0.7160493827160493,162,5.555555555555555,3.3333333333333335,4.777777777777778,3.888888888888889,6.777777777777778,2.5555555555555554,4.444444444444445,2.4444444444444446,5.0,2.3333333333333335,1.5555555555555556,0.7777777777777778
collect_one_size9_comp0.4_grid8_base_medium,9,0.4,8,medium,base,base,collect_one,6,5,9,9,5,4,9,1,1,1,1,1,8,0,0,8,2.0,1.0,30.75,0.6219512195121951,0.8064516129032258,0.5597826086956522,0.0,0.3144459436567468,1.0618042054775763,0.3793103448275862,0.2682753001362295,0.1823829427277703,0.6219512195121951,246,6.375,9.5,6.0,8.125,10.25,5.875,6.5,5.625,14.0,5.25,2.25,1.25
collect_one_size9_comp0.4_grid9_base_medium,9,0.4,9,medium,base,base,collect_one,6,4,8,8,9,3,7,1,1,1,1,1,6,0,0,6,2.0,1.0,33.166666666666664,0.5778894472361809,0.96,0.5229885057471264,0.0,0.21467748971340925,0.8694269410105339,0.39285714285714285,0.24751783009148992,0.11937675711310165,0.5778894472361809,199,5.166666666666667,10.333333333333334,8.666666666666666,8.333333333333334,11.833333333333334,6.666666666666667,6.833333333333333,5.5,15.0,5.0,3.3333333333333335,1.1666666666666667
